routeid,nodeid,nodeno,nodeord,nodenm,gpslati,gpslong
GGB239000047,GGB239000822,44789,40,가평역,37.8136,127.5115167
GGB239000047,GGB239000937,44883,41,가평역사거리,37.81565,127.5148333
GGB239000047,GGB239000318,44207,42,가평고등학교,37.8180333,127.5146667
GGB239000047,GGB239000317,44611,43,가평오거리,37.8199833,127.5140167
GGB239000047,GGB239000607,44151,44,가평터미널,37.8244333,127.5154333
GGB239000048,GGB239000822,44789,1,가평역,37.8136,127.5115167
GGB239000048,GGB239000937,44883,2,가평역사거리,37.81565,127.5148333
GGB239000048,GGB239000318,44207,3,가평고등학교,37.8180333,127.5146667
GGB239000048,GGB239000317,44611,4,가평오거리,37.8199833,127.5140167
GGB239000048,GGB239000607,44151,5,가평터미널,37.8244333,127.5154333
GGB239000048,GGB239000556,44149,6,가평군농협,37.8291833,127.5140833
GGB239000048,GGB239000302,44144,7,가평읍내주공아파트,37.83235,127.5120833
GGB239000048,GGB239000301,44142,8,보건소,37.8337,127.5115
GGB239000048,GGB239000557,44138,9,비행장,37.8369333,127.509
GGB239000048,GGB239000558,44408,10,읍내10리,37.8386333,127.5072333
GGB239000048,GGB239000430,44133,11,계량리,37.8406167,127.5065333
GGB239000048,GGB239000926,44872,12,부대앞,37.8426167,127.5053167
GGB239000048,GGB239000086,44264,13,헌병대앞,37.8447,127.5027667
GGB239000048,GGB239000085,44457,14,아랫말삼거리,37.8483333,127.4984
GGB239000048,GGB239000084,44265,15,부녀가게앞,37.8523,127.50155
GGB239000048,GGB239000432,44132,16,마장1리,37.8535833,127.5063167
GGB239000048,GGB239000433,44137,17,송정,37.8567833,127.5088333
GGB239000048,GGB239000434,44152,18,마장초교,37.8583833,127.5161
GGB239000048,GGB239000281,44490,19,숯벌,37.8590333,127.5237333
GGB239000048,GGB239000590,44423,20,당무마을,37.8633333,127.52875
GGB239000048,GGB239000591,44559,21,능머루,37.8665833,127.5328833
GGB239000048,GGB239000592,44558,22,안말,37.8691,127.5357333
GGB239000048,GGB239000280,44661,23,안골다리앞,37.8701167,127.5380667
GGB239000048,GGB239000279,44662,24,개곡2리,37.8685833,127.5514333
GGB239000048,GGB239000594,44421,25,개곡2리마을회관,37.86855,127.55515
GGB239000048,GGB239000278,44491,26,개곡리종점,37.8714,127.56155
GGB239000048,GGB277101788,,27,개곡리(미정차),37.8702833,127.5583
GGB239000048,GGB239000277,44664,28,개곡2리마을회관,37.8686,127.55515
GGB239000048,GGB239000276,44663,29,개곡2리,37.8686667,127.5512167
GGB239000048,GGB239000593,44422,30,안골다리,37.8701833,127.5380167
GGB239000048,GGB239000275,44660,31,안말,37.8691667,127.5357
GGB239000048,GGB239000274,44492,32,능머루,37.8666333,127.5327667
GGB239000048,GGB239000273,44659,33,당무마을,37.8634,127.5287
GGB239000048,GGB239000083,44266,34,숯벌,37.8590833,127.5236
GGB239000048,GGB239000092,44153,35,마장초교,37.85845,127.5160167
GGB239000048,GGB239000091,44140,36,송정,37.8568333,127.5087667
GGB239000048,GGB239000090,44134,37,마장1리,37.8535667,127.5062167
GGB239000048,GGB239000589,44424,38,부녀가게,37.85235,127.50155
GGB239000048,GGB239000588,44560,39,아랫말삼거리,37.8484333,127.4983333
GGB239000048,GGB239000586,44425,40,헌병대앞,37.8447667,127.5025833
GGB239000048,GGB239000925,44871,41,부대앞,37.8426,127.5051833
GGB239000048,GGB239000088,44135,42,계량리,37.8407333,127.5062667
GGB239000048,GGB239000087,44263,43,읍내10리,37.8383833,127.5072833
GGB239000048,GGB239000573,44139,44,비행장,37.8368167,127.5089667
GGB239000048,GGB239000284,44141,45,보건소,37.8338333,127.5112833
GGB239000048,GGB239000283,44145,46,가평읍내주공아파트,37.83245,127.5119167
GGB239000048,GGB239000465,44148,47,가평군농협,37.82915,127.51395
GGB239000048,GGB239000607,44151,48,가평터미널,37.8244333,127.5154333
GGB239000048,GGB239000316,44483,49,가평오거리,37.81975,127.5139
GGB239000048,GGB239000540,44214,50,가평고등학교,37.8178667,127.5144333
GGB239000048,GGB239000941,44941,51,가평역사거리,37.8151,127.5138667
GGB239000048,GGB239000818,44779,52,가평역,37.8137833,127.5112
GGB239000055,GGB239000936,44882,1,호명산슈퍼,37.7713,127.4523333
GGB239000055,GGB239000956,44956,2,상천역앞,37.7698,127.4536167
GGB239000055,GGB239000721,44691,3,상천4리마을회관,37.7694167,127.45875
GGB239000055,GGB239000881,44886,4,상천낚시터,37.7678333,127.4747833
GGB239000055,GGB239000722,44692,5,호명호수제2주차장,37.76335,127.4826833
GGB239000055,GGB239000723,44698,6,호명호수제1주차장,37.7610333,127.4836667
GGB239000055,GGB239000724,44693,7,호명호수,37.7508167,127.4768833
GGB239000055,GGB277102311,,8,호명호수제1주차장(미정차),37.7589167,127.4735667
GGB239000055,GGB277102312,,9,호명호수제1주차장(미정차),37.76425,127.4781
GGB239000055,GGB239000725,44694,10,호명호수제1주차장,37.7610833,127.4837333
GGB239000055,GGB239000726,44695,11,호명호수제2주차장,37.7632,127.4827833
GGB239000055,GGB239000882,44887,12,상천낚시터,37.7679,127.4747833
GGB239000055,GGB239000727,44696,13,상천4리마을회관,37.76945,127.4588333
GGB239000055,GGB239000957,44957,14,상천역앞,37.7700167,127.4536833
GGB239000055,GGB239000958,44958,15,호명산슈퍼,37.7712833,127.4524667
GGB239000058,GGB239000282,44613,1,가평터미널,37.8246333,127.5153333
GGB239000058,GGB277102405,,2,가평터미널(미정차),37.8225667,127.5145667
GGB239000058,GGB239000316,44483,3,가평오거리,37.81975,127.5139
GGB239000058,GGB239000540,44214,4,가평고등학교,37.8178667,127.5144333
GGB239000058,GGB239000941,44941,5,가평역사거리,37.8151,127.5138667
GGB239000058,GGB239000818,44779,6,가평역,37.8137833,127.5112
GGB239000058,GGB239000752,44743,7,가평군상수도사업소,37.8059833,127.5142167
GGB239000058,GGB239000546,44591,8,이화삼거리,37.7993833,127.5128167
GGB239000058,GGB239000951,44951,9,원당리,37.7732167,127.5351833
GGB239000058,GGB239000440,44908,10,모내골,37.769,127.5388333
GGB239000058,GGB239000754,44740,11,금대리,37.76575,127.53725
GGB239000058,GGB239000949,44949,12,헛고개삼거리,37.7648167,127.5399
GGB239000058,GGB239000777,44762,13,북한강마을입구,37.7610167,127.5377
GGB239000058,GGB239000311,44211,14,금대리회관,37.7573167,127.5358333
GGB239000058,GGB239000779,44761,15,하금대,37.75315,127.53505
GGB239000058,GGB239000781,44763,16,가평수도원,37.7507667,127.5313833
GGB239000058,GGB239000783,44769,17,강산여성요양병원,37.7481,127.5264333
GGB239000058,GGB239000712,44925,18,새재골,37.7452167,127.5229333
GGB239000058,GGB239000325,44523,19,산유리유동,37.7493833,127.5139667
GGB239000058,GGB239000340,44030,20,산유리보건소,37.7539,127.5125
GGB239000058,GGB239000324,44482,21,산유리,37.7563833,127.5120333
GGB239000058,GGB239000323,44190,22,갈치골,37.7626833,127.5107667
GGB239000058,GGB239000672,44922,23,갈치고개,37.7733333,127.50895
GGB239000058,GGB239000322,44191,24,이화리,37.7852667,127.5097667
GGB239000058,GGB239000953,44953,25,이화리양지말,37.7908167,127.5108167
GGB239000058,GGB239000547,44524,26,중간말,37.7927333,127.5108667
GGB239000058,GGB239000552,44378,27,이화리회관,37.7961833,127.5117167
GGB239000058,GGB239000320,44194,28,이화삼거리,37.79945,127.5130333
GGB239000058,GGB239000753,44744,29,가평군상수도사업소,37.80595,127.51435
GGB239000058,GGB239000822,44789,30,가평역,37.8136,127.5115167
GGB239000058,GGB239000937,44883,31,가평역사거리,37.81565,127.5148333
GGB239000058,GGB239000318,44207,32,가평고등학교,37.8180333,127.5146667
GGB239000058,GGB239000317,44611,33,가평오거리,37.8199833,127.5140167
GGB239000058,GGB239000607,44151,34,가평터미널,37.8244333,127.5154333
GGB239000065,GGB239000374,44126,1,설악터미널,37.6775833,127.4878
GGB239000065,GGB239000504,44335,2,설악5일시장,37.6771667,127.4921667
GGB239000065,GGB239000718,44927,3,설악보건지소,37.676,127.4937167
GGB239000065,GGB239000510,44527,4,한교막(양평방면),37.6724,127.49105
GGB239000065,GGB239000654,44405,5,명장마을(양평방향),37.6707833,127.4877
GGB239000065,GGB239000836,44808,6,명장삼거리,37.6679333,127.4836833
GGB239000065,GGB239000860,44836,7,윗벌,37.6612,127.4808667
GGB239000065,GGB239000509,44341,8,인내,37.6568667,127.4801833
GGB239000065,GGB239000862,44838,9,엄소리입구,37.6552667,127.4819333
GGB239000065,GGB239000838,44810,10,숙골,37.65275,127.4813833
GGB239000065,GGB239000386,44311,11,한우재,37.6494333,127.4764167
GGB239000065,GGB239000372,44514,12,뽕나무거리,37.6414667,127.4763333
GGB239000065,GGB239000371,44315,13,불기마을,37.6363,127.4813167
GGB239000065,GGB239000513,44526,14,천안1리,37.6319333,127.4845833
GGB239000065,GGB239000943,44943,15,이문안,37.6283167,127.4905833
GGB239000065,GGB239000512,44340,16,방일리,37.6231333,127.4949833
GGB239000065,GGB239000427,44290,17,전위골,37.61815,127.4913333
GGB239000065,GGB239000514,44339,18,가일1리,37.6073,127.4922167
GGB239000065,GGB239000655,44404,19,가일리,37.6049,127.4931667
GGB239000065,GGB239000603,44189,20,가일리삼거리,37.60065,127.4930167
GGB239000065,GGB239000426,44177,21,가인만당,37.5977833,127.4972833
GGB239000065,GGB239000604,44188,22,가인만당앞,37.5975667,127.50525
GGB239000065,GGB239000100,44726,23,어비계곡종점,37.5917667,127.5113167
GGB239000065,GGB239000425,44291,24,대리종점,37.5956,127.5095
GGB239000065,GGB239000424,44209,25,어비산장앞,37.59765,127.5053167
GGB239000065,GGB239000605,44204,26,가인만당앞,37.59795,127.4969333
GGB239000065,GGB239000418,44296,27,유명산종점,37.5954,127.4906167
GGB239000065,GGB277101726,,28,유명산종점(미정차),37.5976,127.4914167
GGB239000065,GGB239000423,44292,29,가일리삼거리,37.6005667,127.4931
GGB239000065,GGB239000840,44544,30,가일리.동천마을,37.6048,127.49335
GGB239000065,GGB239000422,44293,31,가일1리,37.6073167,127.4923667
GGB239000065,GGB239000421,44506,32,전위골,37.6182,127.4914833
GGB239000065,GGB239000420,44294,33,방일리,37.62325,127.4951167
GGB239000065,GGB239000942,44942,34,이문안,37.6284,127.49075
GGB239000065,GGB239000419,44295,35,천안1리뇌암,37.6322167,127.4845167
GGB239000065,GGB239000606,44386,36,불기마을,37.6354833,127.4818
GGB239000065,GGB239000370,44316,37,천안1리,37.6409333,127.4774
GGB239000065,GGB239000385,44312,38,한우재,37.6491333,127.4762167
GGB239000065,GGB239000839,44811,39,숙골,37.653,127.4818167
GGB239000065,GGB239000861,44837,40,엄소리입구,37.6552833,127.4820833
GGB239000065,GGB239000384,44513,41,신천4리인내,37.6569333,127.4803167
GGB239000065,GGB239000859,44835,42,윗벌,37.66155,127.4810167
GGB239000065,GGB239000837,44809,43,명장삼거리,37.6673167,127.4835667
GGB239000065,GGB239000653,44406,44,명장마을(설악방향),37.6707333,127.48795
GGB239000065,GGB239000382,44313,45,한교막,37.67175,127.4905833
GGB239000065,GGB239000714,44926,46,설악보건지소,37.6756333,127.494
GGB239000065,GGB239000381,44314,47,설악5일시장,37.6772,127.4925167
GGB239000065,GGB239000621,44127,48,설악터미널,37.67755,127.4877
GGB239000068,GGB239000374,44126,1,설악터미널,37.6775833,127.4878
GGB239000068,GGB239000504,44335,2,설악5일시장,37.6771667,127.4921667
GGB239000068,GGB239000338,44008,3,설악축협,37.6768333,127.4940333
GGB239000068,GGB239000791,44774,4,설악중고교앞,37.6824,127.49125
GGB239000068,GGB239000354,44328,5,울업마을,37.6850333,127.49295
GGB239000068,GGB239000760,44752,6,청아빌라2차,37.6860333,127.4988333
GGB239000068,GGB239000870,44829,7,청심빌리지,37.68775,127.5140667
GGB239000068,GGB239000758,44751,8,청아빌라1차,37.6866667,127.5179167
GGB239000068,GGB239000350,44330,9,청심평화월드센터,37.6862,127.5212167
GGB239000068,GGB239000613,44203,10,효정매그놀리아국제병원,37.6908333,127.5211333
GGB239000068,GGB277102498,,11,청심국제병원(미정차),37.6892,127.52135
GGB239000068,GGB277102499,,12,송산리(미정차),37.68755,127.5229667
GGB239000068,GGB239000681,44827,13,송산리,37.68645,127.5265833
GGB239000068,GGB239000342,44897,14,미사리윗마을,37.6995167,127.5401
GGB239000068,GGB239000345,44899,15,미사리양지마을,37.70085,127.5395
GGB239000068,GGB239000349,44331,16,미사1리회관,37.7034667,127.5397667
GGB239000068,GGB239000809,44117,17,미사리마을회관,37.7071833,127.5398167
GGB239000068,GGB239000516,44736,18,당골입구,37.71005,127.5405167
GGB239000068,GGB239000348,44478,19,미사리종점,37.71375,127.5413167
GGB239000068,GGB239000002,44019,20,당골입구,37.7103833,127.5405
GGB239000068,GGB239000343,44598,21,송산2리,37.7207167,127.5262333
GGB239000068,GGB277102276,,22,송산리(미정차),37.7168167,127.52875
GGB239000068,GGB277102277,,23,미사리(미정차),37.7090167,127.535
GGB239000068,GGB239000347,44332,24,미사리마을회관,37.7074333,127.5397333
GGB239000068,GGB239000346,44333,25,미사1리회관,37.7034,127.5396667
GGB239000068,GGB239000344,44898,26,미사리양지마을,37.7009167,127.5393333
GGB239000068,GGB239000341,44896,27,미사리윗마을,37.69935,127.5399667
GGB239000068,GGB239000050,44288,28,송산리,37.6866167,127.5265833
GGB239000068,GGB239000613,44203,29,효정매그놀리아국제병원,37.6908333,127.5211333
GGB239000068,GGB277102498,,30,청심국제병원(미정차),37.6892,127.52135
GGB239000068,GGB277102499,,31,송산리(미정차),37.68755,127.5229667
GGB239000068,GGB239000757,44680,32,청심평화월드센터,37.6859333,127.5207833
GGB239000068,GGB239000759,44747,33,청아빌라1차,37.6867333,127.5181167
GGB239000068,GGB239000869,44828,34,청심빌리지,37.68795,127.51425
GGB239000068,GGB239000761,44749,35,청아빌라2차,37.6861333,127.49885
GGB239000068,GGB239000352,44477,36,울업마을,37.68485,127.4927667
GGB239000068,GGB239000790,44773,37,설악중고교앞,37.682,127.491
GGB239000068,GGB239000697,44708,38,설악축협,37.6770167,127.49395
GGB239000068,GGB239000381,44314,39,설악5일시장,37.6772,127.4925167
GGB239000068,GGB239000621,44127,40,설악터미널,37.67755,127.4877
GGB239000072,GGB239000374,44126,1,설악터미널,37.6775833,127.4878
GGB239000072,GGB239000504,44335,2,설악5일시장,37.6771667,127.4921667
GGB239000072,GGB239000338,44008,3,설악축협,37.6768333,127.4940333
GGB239000072,GGB239000505,44528,4,산포마을,37.67495,127.5005167
GGB239000072,GGB239000369,44317,5,창의리,37.6698,127.5073
GGB239000072,GGB239000368,44515,6,창말입구,37.6690333,127.51295
GGB239000072,GGB239000955,44955,7,위곡2리보건진료소,37.6697667,127.5151167
GGB239000072,GGB239000864,44840,8,위곡2리,37.6724,127.5224333
GGB239000072,GGB239000366,44319,9,위곡1리회관,37.67135,127.5289
GGB239000072,GGB239000865,44841,10,흑암,37.6689667,127.5347167
GGB239000072,GGB239000417,44507,11,널미재,37.6621333,127.5428167
GGB239000072,GGB239000684,44176,12,널미재정상,37.66295,127.54955
GGB239000072,GGB257000002,91002,13,동막,37.6625333,127.5686667
GGB239000072,GGB257000003,91003,14,동막리,37.6685333,127.5764333
GGB239000072,GGB257000005,91005,15,동막리.아랫말,37.6744167,127.5793167
GGB239000072,GGB257000007,91007,16,점말.모곡1리,37.68215,127.5863167
GGB239000072,GGB257000009,91009,17,한서중학교,37.6875833,127.5963333
GGB239000072,GGB257000011,91011,18,한서초등학교,37.69185,127.6007167
GGB239000072,GGB257000012,91012,19,한서교,37.6866833,127.6051333
GGB239000072,GGB257000015,91015,20,모곡,37.6755833,127.6070167
GGB239000072,GGB277102236,,21,모곡리(미정차),37.6793,127.6065333
GGB239000072,GGB277102237,,22,모곡리(미정차),37.6855,127.60665
GGB239000072,GGB257000013,91013,23,한서교,37.6869,127.6049833
GGB239000072,GGB257000011,91011,24,한서초등학교,37.69185,127.6007167
GGB239000072,GGB257000010,91010,25,한서중학교,37.68765,127.5962667
GGB239000072,GGB257000008,91008,26,점말.모곡1리,37.6822333,127.5863667
GGB239000072,GGB257000006,91006,27,동막리.아랫말,37.6744333,127.5792333
GGB239000072,GGB257000004,91004,28,동막리,37.66855,127.57635
GGB239000072,GGB257000001,91001,29,동막삼거리,37.6626,127.5686333
GGB239000072,GGB239000680,44892,30,널미재정상,37.66305,127.54955
GGB239000072,GGB239000416,44297,31,널미재,37.6622167,127.5429833
GGB239000072,GGB239000866,44842,32,흑암,37.6696,127.53435
GGB239000072,GGB239000365,44320,33,위곡1리회관,37.6714833,127.5288333
GGB239000072,GGB239000863,44839,34,위곡2리,37.6724667,127.5223667
GGB239000072,GGB239000364,44516,35,응달말입구.위곡2리,37.6713333,127.5186
GGB239000072,GGB239000954,44954,36,위곡2리보건진료소,37.6698333,127.5150833
GGB239000072,GGB239000363,44321,37,창말입구,37.6692167,127.5132667
GGB239000072,GGB239000362,44322,38,창의리,37.66995,127.5072333
GGB239000072,GGB239000361,44323,39,신포마을,37.6749667,127.50065
GGB239000072,GGB239000697,44708,40,설악축협,37.6770167,127.49395
GGB239000072,GGB239000381,44314,41,설악5일시장,37.6772,127.4925167
GGB239000072,GGB239000621,44127,42,설악터미널,37.67755,127.4877
GGB239000078,GGB239000738,44702,1,청평터미널,37.73825,127.4206833
GGB239000078,GGB277101900,,2,청평역1로(미정차),37.7372167,127.4229167
GGB239000078,GGB239000903,44069,3,청평역,37.7361833,127.4268167
GGB239000078,GGB239000917,44889,4,청평중학교.면사무소,37.7415167,127.4246
GGB239000078,GGB239000489,44087,5,검문소,37.7472833,127.4281167
GGB239000078,GGB239000207,44080,6,청평산장호텔,37.74925,127.4213667
GGB239000078,GGB239000490,44072,7,비둘기산장,37.7559,127.4146833
GGB239000078,GGB239000491,44066,8,산장국민관광지,37.7554333,127.41015
GGB239000078,GGB239000492,44058,9,다원리,37.7540667,127.4060667
GGB239000078,GGB239000206,44573,10,가평사계절썰매장,37.7576167,127.4031833
GGB239000078,GGB239000005,44051,11,구정동입구,37.7577667,127.39675
GGB239000078,GGB239000205,44046,12,덕현리,37.7624,127.3936833
GGB239000078,GGB239000204,44044,13,함명학원,37.7684167,127.3848667
GGB239000078,GGB239000203,44034,14,서대마을,37.7719167,127.3780333
GGB239000078,GGB239000529,44594,15,상면초교앞,37.7733833,127.3719333
GGB239000078,GGB239000829,44803,16,행현1리입구,37.76925,127.3702333
GGB239000078,GGB239000800,44802,17,밤안골,37.7608167,127.3721167
GGB239000078,GGB239000798,44801,18,임초1교,37.7552833,127.3698
GGB239000078,GGB239000796,44800,19,공감펜션앞,37.7522,127.3672167
GGB239000078,GGB239000794,44799,20,임초1리,37.7499167,127.3619167
GGB239000078,GGB239000996,44996,21,아침고요가족동물원,37.7479,127.36
GGB239000078,GGB239000792,44798,22,두메산골,37.7442167,127.3541833
GGB239000078,GGB239000749,44739,23,수목원.종점,37.74455,127.3528
GGB239000078,GGB239000793,44720,24,두메산골,37.74415,127.3541
GGB239000078,GGB239000995,44995,25,아침고요가족동물원,37.7478833,127.3601
GGB239000078,GGB239000795,44721,26,임초1리,37.7498,127.36195
GGB239000078,GGB239000797,44724,27,공감펜션앞,37.7521167,127.3673333
GGB239000078,GGB239000799,44682,28,임초1교,37.75505,127.3698
GGB239000078,GGB239000801,44626,29,밤안골,37.7607333,127.3722167
GGB239000078,GGB239000715,44700,30,임초2리입구,37.7690667,127.3703
GGB239000078,GGB239000525,44572,31,상면초교,37.77345,127.3723
GGB239000078,GGB239000494,44035,32,서대마을,37.7718167,127.3781333
GGB239000078,GGB239000190,44043,33,함명학원,37.7686833,127.3844333
GGB239000078,GGB239000189,44045,34,덕현리,37.7625167,127.39325
GGB239000078,GGB239000188,44052,35,구정동입구,37.7575667,127.3969167
GGB239000078,GGB239000187,44055,36,가평사계절썰매장,37.7573833,127.4031333
GGB239000078,GGB239000186,44057,37,다원리,37.7541333,127.4065167
GGB239000078,GGB239000185,44067,38,산장국민관광지,37.75535,127.4103
GGB239000078,GGB239000184,44070,39,비둘기산장,37.7558,127.4147333
GGB239000078,GGB239000183,44078,40,청평산장호텔,37.7491667,127.4214167
GGB239000078,GGB239000182,44086,41,검문소,37.7472,127.428
GGB239000078,GGB239000916,44888,42,청평중학교.면사무소,37.7414,127.4245
GGB239000078,GGB239000902,44097,43,청평역,37.7366833,127.4274333
GGB239000078,GGB239000210,44077,44,청평터미널,37.7381667,127.4205667
GGB239000082,GGB239000738,44702,1,청평터미널,37.73825,127.4206833
GGB239000082,GGB239000225,44075,2,청평농협,37.7367833,127.4176833
GGB239000082,GGB239000224,44071,3,시장입구,37.7359,127.4153667
GGB239000082,GGB239000876,44845,4,팔각정,37.7285,127.4090333
GGB239000082,GGB239000174,44062,5,신청평대교,37.7243833,127.4080333
GGB239000082,GGB277101855,,6,신청평대교(미정차),37.7199,127.4087
GGB239000082,GGB239000248,44645,7,마이다스호텔앞,37.7146167,127.4057
GGB239000082,GGB239000634,44551,8,쇳골,37.7045667,127.3972667
GGB239000082,GGB239000247,44428,9,삼회분교앞,37.6999,127.39445
GGB239000082,GGB239000246,44496,10,큰골,37.6963833,127.3917
GGB239000082,GGB239000880,44833,11,퇴주마을,37.6919167,127.3893
GGB239000082,GGB239000245,44195,12,문주란카페앞,37.68435,127.3863667
GGB239000082,GGB239000638,44426,13,아래퇴주,37.6816833,127.38785
GGB239000082,GGB239000679,44571,14,윗잣나무골,37.6777167,127.3854167
GGB239000082,GGB239000878,44831,15,잣나무골,37.6748333,127.3837167
GGB239000082,GGB239000519,44344,16,사기막,37.6672667,127.3809667
GGB239000082,GGB239000257,44637,17,야밀,37.6609333,127.38025
GGB239000082,GGB240000482,46076,18,수입1리,37.6461667,127.3752667
GGB239000082,GGB240001238,45842,19,수입1리.마을회관,37.6422,127.3729833
GGB239000082,GGB240001129,45937,20,수입리.수입교,37.6462833,127.3795167
GGB239000082,GGB277102235,,21,삼회리(미정차),37.6553,127.3777833
GGB239000082,GGB239000520,44343,22,야밀,37.6606167,127.3802333
GGB239000082,GGB239000256,44642,23,사기막,37.6675333,127.3812
GGB239000082,GGB239000877,44830,24,잣나무골,37.67485,127.3838
GGB239000082,GGB239000612,44441,25,윗잣나무골,37.6776833,127.3855333
GGB239000082,GGB239000255,44636,26,아래퇴주,37.6817167,127.388
GGB239000082,GGB239000637,44550,27,문주란카페앞,37.6841833,127.3863833
GGB239000082,GGB239000879,44832,28,퇴주마을,37.6918667,127.3893833
GGB239000082,GGB239000636,44427,29,삼회1리회관,37.69635,127.3918167
GGB239000082,GGB239000635,44215,30,삼회분교앞,37.6998833,127.3945667
GGB239000082,GGB239000254,44495,31,쇳골,37.7045,127.39735
GGB239000082,GGB239000633,44429,32,마이다스호텔앞,37.7145667,127.4058833
GGB239000082,GGB239000212,44063,33,대성1리,37.72435,127.4083667
GGB239000082,GGB239000536,44064,34,팔각정,37.7289667,127.40905
GGB239000082,GGB239000537,44065,35,청평고등학교.청수아파트,37.7323667,127.4100167
GGB239000082,GGB239000211,44073,36,삼거리.시장,37.7358167,127.4155833
GGB239000082,GGB239000528,44074,37,청평농협,37.7367167,127.4178333
GGB239000082,GGB239000210,44077,38,청평터미널,37.7381667,127.4205667
GGB239000084,GGB239000607,44151,1,가평터미널,37.8244333,127.5154333
GGB239000084,GGB277102405,,2,가평터미널(미정차),37.8225667,127.5145667
GGB239000084,GGB239000316,44483,3,가평오거리,37.81975,127.5139
GGB239000084,GGB239000540,44214,4,가평고등학교,37.8178667,127.5144333
GGB239000084,GGB239000941,44941,5,가평역사거리,37.8151,127.5138667
GGB239000084,GGB239000818,44779,6,가평역,37.8137833,127.5112
GGB239000084,GGB239000937,44883,7,가평역사거리,37.81565,127.5148333
GGB239000084,GGB239000318,44207,8,가평고등학교,37.8180333,127.5146667
GGB239000084,GGB239000317,44611,9,가평오거리,37.8199833,127.5140167
GGB239000084,GGB239000607,44151,10,가평터미널,37.8244333,127.5154333
GGB239000101,GGB239000822,44789,1,가평역,37.8136,127.5115167
GGB239000101,GGB239000937,44883,2,가평역사거리,37.81565,127.5148333
GGB239000101,GGB239000318,44207,3,가평고등학교,37.8180333,127.5146667
GGB239000101,GGB239000317,44611,4,가평오거리,37.8199833,127.5140167
GGB239000101,GGB239000282,44613,5,가평터미널,37.8246333,127.5153333
GGB239000101,GGB239000556,44149,6,가평군농협,37.8291833,127.5140833
GGB239000101,GGB239000817,44780,7,가평군청,37.8319167,127.51025
GGB239000101,GGB239000815,44782,8,한림의원,37.8343667,127.5094167
GGB239000101,GGB239000558,44408,9,읍내10리,37.8386333,127.5072333
GGB239000101,GGB239000082,44267,10,승안리입구,37.84045,127.5058333
GGB239000101,GGB239000559,44522,11,횟불회관,37.8396167,127.5013833
GGB239000101,GGB239000560,44185,12,경반리입구,37.83875,127.4989
GGB239000101,GGB239000068,44275,13,산수녹원,37.8352333,127.4985667
GGB239000101,GGB239000067,44276,14,경반리,37.8329833,127.4957167
GGB239000101,GGB239000066,44461,15,경반리회관,37.83305,127.4921833
GGB239000101,GGB239000692,44579,16,경반리윗말,37.8316667,127.4884
GGB239000101,GGB239000889,44164,17,경반리5반마을회관,37.8302667,127.4896
GGB239000101,GGB239000065,44277,18,경반리,37.83295,127.4958
GGB239000101,GGB239000064,44278,19,산수녹원,37.8352167,127.4986333
GGB239000101,GGB239000081,44197,20,구가옥,37.8392333,127.495
GGB239000101,GGB239000561,44184,21,자리터,37.8418167,127.4914833
GGB239000101,GGB239000562,44521,22,점말마을,37.8427333,127.48975
GGB239000101,GGB239000080,44268,23,관사앞,37.8448167,127.4880167
GGB239000101,GGB239000563,44407,24,신천말,37.84595,127.48945
GGB239000101,GGB239000564,44410,25,연인산도립공원,37.8489833,127.48655
GGB239000101,GGB239000565,44520,26,조옥동,37.8498667,127.4845333
GGB239000101,GGB239000567,44205,27,용추폭포,37.8554,127.4815833
GGB239000101,GGB239000079,44179,28,서넘이,37.8586,127.4825667
GGB239000101,GGB239000078,44458,29,용추종점,37.8584333,127.4750333
GGB239000101,GGB277101805,,30,공무원휴양소(미정차),37.8600167,127.4792
GGB239000101,GGB239000568,44183,31,서넘이,37.8585167,127.4825167
GGB239000101,GGB239000077,44269,32,용추폭포,37.8554,127.4814667
GGB239000101,GGB239000076,44270,33,조옥동,37.84975,127.4844
GGB239000101,GGB239000075,44271,34,연인산도립공원,37.8488333,127.4864833
GGB239000101,GGB239000074,44459,35,신천말,37.8459,127.4893333
GGB239000101,GGB239000571,44409,36,관사,37.8449167,127.4879667
GGB239000101,GGB239000073,44272,37,점말마을,37.8426833,127.4896333
GGB239000101,GGB239000072,44273,38,자리대,37.8417333,127.4915333
GGB239000101,GGB239000572,44590,39,구가옥,37.8392167,127.4948833
GGB239000101,GGB239000071,44274,40,경반리입구,37.8386833,127.4989
GGB239000101,GGB239000070,44460,41,횃불회관,37.8395667,127.5014
GGB239000101,GGB239000069,44577,42,승안리입구,37.8403833,127.5058833
GGB239000101,GGB239000087,44263,43,읍내10리,37.8383833,127.5072833
GGB239000101,GGB239000814,44786,44,한림의원,37.8343333,127.5092167
GGB239000101,GGB239000816,44785,45,가평군청,37.8323833,127.5099167
GGB239000101,GGB239000465,44148,46,가평군농협,37.82915,127.51395
GGB239000101,GGB239000282,44613,47,가평터미널,37.8246333,127.5153333
GGB239000101,GGB239000316,44483,48,가평오거리,37.81975,127.5139
GGB239000101,GGB239000540,44214,49,가평고등학교,37.8178667,127.5144333
GGB239000101,GGB239000941,44941,50,가평역사거리,37.8151,127.5138667
GGB239000101,GGB239000818,44779,51,가평역,37.8137833,127.5112
GGB239000104,GGB239000685,44175,1,유명산종점,37.59535,127.4908
GGB239000104,GGB277101726,,2,유명산종점(미정차),37.5976,127.4914167
